Airfoil,Re,Alpha,CL,CD,CDp,CM,Xtr_top,Xtr_bottom
e423,2931372.4606039515,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,2931372.4606039515,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,2931372.4606039515,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2931372.4606039515,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2931372.4606039515,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2931372.4606039515,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2931372.4606039515,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2931372.4606039515,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2931372.4606039515,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2931372.4606039515,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2931372.4606039515,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2931372.4606039515,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2931372.4606039515,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2931372.4606039515,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2931372.4606039515,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2931372.4606039515,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2931372.4606039515,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2931372.4606039515,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2931372.4606039515,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2931372.4606039515,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2931372.4606039515,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2931372.4606039515,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2931372.4606039515,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2931372.4606039515,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2931372.4606039515,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2931372.4606039515,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2931372.4606039515,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2931372.4606039515,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2931372.4606039515,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2931372.4606039515,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2931372.4606039515,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,3000000.000000001,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,3000000.000000001,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,3000000.000000001,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,3000000.000000001,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,3000000.000000001,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,3000000.000000001,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,3000000.000000001,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
e423,3000000.000000001,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,3000000.000000001,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,3000000.000000001,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,3000000.000000001,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,3000000.000000001,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,3000000.000000001,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,3000000.000000001,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,3000000.000000001,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,3000000.000000001,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,3000000.000000001,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,3000000.000000001,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,3000000.000000001,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,3000000.000000001,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,3000000.000000001,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,3000000.000000001,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,3000000.000000001,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,3000000.000000001,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,3000000.000000001,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,3000000.000000001,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,3000000.000000001,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,3000000.000000001,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,3000000.000000001,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,3000000.000000001,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,3000000.000000001,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,3000000.000000001,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,3000000.000000001,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,3000000.000000001,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,3000000.000000001,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,3000000.000000001,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,3000000.000000001,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,3000000.000000001,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
sd7037,30000.00000000001,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,30000.00000000001,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,30000.00000000001,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,30000.00000000001,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,30000.00000000001,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,30000.00000000001,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,30000.00000000001,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,30000.00000000001,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,30000.00000000001,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,30000.00000000001,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,30000.00000000001,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,30000.00000000001,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
sd7037,30000.00000000001,15.0,0.8916,0.20114,0.19195,-0.1032,0.3688,1.0
sd7037,30000.00000000001,17.0,0.9543,0.23156,0.22262,-0.1132,0.2802,1.0
sd7037,30000.00000000001,18.0,0.9884,0.24686,0.23803,-0.1193,0.2483,1.0
sd7037,30000.00000000001,19.0,1.0172,0.26006,0.25125,-0.1268,0.2253,1.0
sd7037,30000.00000000001,20.0,1.0589,0.27971,0.27101,-0.1324,0.2019,1.0
sd7037,30000.00000000001,21.0,1.083,0.28856,0.2799,-0.1418,0.1859,1.0
sd7037,30000.00000000001,22.0,1.1119,0.29955,0.29094,-0.1506,0.1681,1.0
sd7037,30000.00000000001,23.0,1.1427,0.31211,0.30361,-0.1593,0.1539,1.0
sd7037,30000.00000000001,24.0,1.1732,0.32456,0.31613,-0.1681,0.1415,1.0
sd7037,30000.00000000001,25.0,1.2034,0.33701,0.32867,-0.1771,0.1294,1.0
sd7037,30000.00000000001,26.0,1.2362,0.35402,0.34583,-0.1849,0.1188,1.0
sd7037,30000.00000000001,27.0,1.2621,0.36182,0.35374,-0.195,0.108,1.0
sd7037,30000.00000000001,28.0,1.2867,0.3699,0.36188,-0.2058,0.1,1.0
sd7037,30000.00000000001,29.0,1.3153,0.38612,0.37825,-0.214,0.093,1.0
sd7037,30000.00000000001,30.0,1.338,0.39116,0.3834,-0.2253,0.085,1.0
sd7037,30702.342063163593,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,30702.342063163593,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,30702.342063163593,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,30702.342063163593,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,30702.342063163593,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,30702.342063163593,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,30702.342063163593,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,30702.342063163593,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,30702.342063163593,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,30702.342063163593,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,30702.342063163593,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,30702.342063163593,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
sd7037,30702.342063163593,15.0,0.8916,0.20114,0.19195,-0.1032,0.3688,1.0
sd7037,30702.342063163593,17.0,0.9543,0.23156,0.22262,-0.1132,0.2802,1.0
sd7037,30702.342063163593,18.0,0.9884,0.24686,0.23803,-0.1193,0.2483,1.0
sd7037,30702.342063163593,19.0,1.0172,0.26006,0.25125,-0.1268,0.2253,1.0
sd7037,30702.342063163593,20.0,1.0589,0.27971,0.27101,-0.1324,0.2019,1.0
sd7037,30702.342063163593,21.0,1.083,0.28856,0.2799,-0.1418,0.1859,1.0
sd7037,30702.342063163593,22.0,1.1119,0.29955,0.29094,-0.1506,0.1681,1.0
sd7037,30702.342063163593,23.0,1.1427,0.31211,0.30361,-0.1593,0.1539,1.0
sd7037,30702.342063163593,24.0,1.1732,0.32456,0.31613,-0.1681,0.1415,1.0
sd7037,30702.342063163593,25.0,1.2034,0.33701,0.32867,-0.1771,0.1294,1.0
sd7037,30702.342063163593,26.0,1.2362,0.35402,0.34583,-0.1849,0.1188,1.0
sd7037,30702.342063163593,27.0,1.2621,0.36182,0.35374,-0.195,0.108,1.0
sd7037,30702.342063163593,28.0,1.2867,0.3699,0.36188,-0.2058,0.1,1.0
sd7037,30702.342063163593,29.0,1.3153,0.38612,0.37825,-0.214,0.093,1.0
sd7037,30702.342063163593,30.0,1.338,0.39116,0.3834,-0.2253,0.085,1.0
sd7037,31421.126938783473,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,31421.126938783473,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,31421.126938783473,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,31421.126938783473,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,31421.126938783473,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,31421.126938783473,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,31421.126938783473,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,31421.126938783473,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,31421.126938783473,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,31421.126938783473,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,31421.126938783473,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,31421.126938783473,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
sd7037,31421.126938783473,15.0,0.8916,0.20114,0.19195,-0.1032,0.3688,1.0
sd7037,31421.126938783473,17.0,0.9543,0.23156,0.22262,-0.1132,0.2802,1.0
sd7037,31421.126938783473,18.0,0.9884,0.24686,0.23803,-0.1193,0.2483,1.0
sd7037,31421.126938783473,19.0,1.0172,0.26006,0.25125,-0.1268,0.2253,1.0
sd7037,31421.126938783473,20.0,1.0589,0.27971,0.27101,-0.1324,0.2019,1.0
sd7037,31421.126938783473,21.0,1.083,0.28856,0.2799,-0.1418,0.1859,1.0
sd7037,31421.126938783473,22.0,1.1119,0.29955,0.29094,-0.1506,0.1681,1.0
sd7037,31421.126938783473,23.0,1.1427,0.31211,0.30361,-0.1593,0.1539,1.0
sd7037,31421.126938783473,24.0,1.1732,0.32456,0.31613,-0.1681,0.1415,1.0
sd7037,31421.126938783473,25.0,1.2034,0.33701,0.32867,-0.1771,0.1294,1.0
sd7037,31421.126938783473,26.0,1.2362,0.35402,0.34583,-0.1849,0.1188,1.0
sd7037,31421.126938783473,27.0,1.2621,0.36182,0.35374,-0.195,0.108,1.0
sd7037,31421.126938783473,28.0,1.2867,0.3699,0.36188,-0.2058,0.1,1.0
sd7037,31421.126938783473,29.0,1.3153,0.38612,0.37825,-0.214,0.093,1.0
sd7037,31421.126938783473,30.0,1.338,0.39116,0.3834,-0.2253,0.085,1.0
sd7037,32156.739576153872,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,32156.739576153872,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,32156.739576153872,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,32156.739576153872,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,32156.739576153872,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,32156.739576153872,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,32156.739576153872,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,32156.739576153872,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,32156.739576153872,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,32156.739576153872,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,32156.739576153872,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,32156.739576153872,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
sd7037,32156.739576153872,15.0,0.8916,0.20114,0.19195,-0.1032,0.3688,1.0
sd7037,32156.739576153872,17.0,0.9543,0.23156,0.22262,-0.1132,0.2802,1.0
sd7037,32156.739576153872,18.0,0.9884,0.24686,0.23803,-0.1193,0.2483,1.0
sd7037,32156.739576153872,19.0,1.0172,0.26006,0.25125,-0.1268,0.2253,1.0
sd7037,32156.739576153872,20.0,1.0589,0.27971,0.27101,-0.1324,0.2019,1.0
sd7037,32156.739576153872,21.0,1.083,0.28856,0.2799,-0.1418,0.1859,1.0
sd7037,32156.739576153872,22.0,1.1119,0.29955,0.29094,-0.1506,0.1681,1.0
sd7037,32156.739576153872,23.0,1.1427,0.31211,0.30361,-0.1593,0.1539,1.0
sd7037,32156.739576153872,24.0,1.1732,0.32456,0.31613,-0.1681,0.1415,1.0
sd7037,32156.739576153872,25.0,1.2034,0.33701,0.32867,-0.1771,0.1294,1.0
sd7037,32156.739576153872,26.0,1.2362,0.35402,0.34583,-0.1849,0.1188,1.0
sd7037,32156.739576153872,27.0,1.2621,0.36182,0.35374,-0.195,0.108,1.0
sd7037,32156.739576153872,28.0,1.2867,0.3699,0.36188,-0.2058,0.1,1.0
sd7037,32156.739576153872,29.0,1.3153,0.38612,0.37825,-0.214,0.093,1.0
sd7037,32156.739576153872,30.0,1.338,0.39116,0.3834,-0.2253,0.085,1.0
sd7037,32909.573936771536,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,32909.573936771536,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,32909.573936771536,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,32909.573936771536,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,32909.573936771536,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,32909.573936771536,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,32909.573936771536,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,32909.573936771536,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,32909.573936771536,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,32909.573936771536,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,32909.573936771536,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,32909.573936771536,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
sd7037,32909.573936771536,15.0,0.8916,0.20114,0.19195,-0.1032,0.3688,1.0
sd7037,32909.573936771536,17.0,0.9543,0.23156,0.22262,-0.1132,0.2802,1.0
sd7037,32909.573936771536,18.0,0.9884,0.24686,0.23803,-0.1193,0.2483,1.0
sd7037,32909.573936771536,19.0,1.0172,0.26006,0.25125,-0.1268,0.2253,1.0
sd7037,32909.573936771536,20.0,1.0589,0.27971,0.27101,-0.1324,0.2019,1.0
sd7037,32909.573936771536,21.0,1.083,0.28856,0.2799,-0.1418,0.1859,1.0
sd7037,32909.573936771536,22.0,1.1119,0.29955,0.29094,-0.1506,0.1681,1.0
sd7037,32909.573936771536,23.0,1.1427,0.31211,0.30361,-0.1593,0.1539,1.0
sd7037,32909.573936771536,24.0,1.1732,0.32456,0.31613,-0.1681,0.1415,1.0
sd7037,32909.573936771536,25.0,1.2034,0.33701,0.32867,-0.1771,0.1294,1.0
sd7037,32909.573936771536,26.0,1.2362,0.35402,0.34583,-0.1849,0.1188,1.0
sd7037,32909.573936771536,27.0,1.2621,0.36182,0.35374,-0.195,0.108,1.0
sd7037,32909.573936771536,28.0,1.2867,0.3699,0.36188,-0.2058,0.1,1.0
sd7037,32909.573936771536,29.0,1.3153,0.38612,0.37825,-0.214,0.093,1.0
sd7037,32909.573936771536,30.0,1.338,0.39116,0.3834,-0.2253,0.085,1.0
sd7037,33680.03320532442,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,33680.03320532442,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,33680.03320532442,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,33680.03320532442,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,33680.03320532442,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,33680.03320532442,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,33680.03320532442,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,33680.03320532442,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,33680.03320532442,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,33680.03320532442,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,33680.03320532442,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,33680.03320532442,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
sd7037,33680.03320532442,15.0,0.8916,0.20114,0.19195,-0.1032,0.3688,1.0
sd7037,33680.03320532442,17.0,0.9543,0.23156,0.22262,-0.1132,0.2802,1.0
sd7037,33680.03320532442,18.0,0.9884,0.24686,0.23803,-0.1193,0.2483,1.0
sd7037,33680.03320532442,19.0,1.0172,0.26006,0.25125,-0.1268,0.2253,1.0
sd7037,33680.03320532442,20.0,1.0589,0.27971,0.27101,-0.1324,0.2019,1.0
sd7037,33680.03320532442,21.0,1.083,0.28856,0.2799,-0.1418,0.1859,1.0
sd7037,33680.03320532442,22.0,1.1119,0.29955,0.29094,-0.1506,0.1681,1.0
sd7037,33680.03320532442,23.0,1.1427,0.31211,0.30361,-0.1593,0.1539,1.0
sd7037,33680.03320532442,24.0,1.1732,0.32456,0.31613,-0.1681,0.1415,1.0
sd7037,33680.03320532442,25.0,1.2034,0.33701,0.32867,-0.1771,0.1294,1.0
sd7037,33680.03320532442,26.0,1.2362,0.35402,0.34583,-0.1849,0.1188,1.0
sd7037,33680.03320532442,27.0,1.2621,0.36182,0.35374,-0.195,0.108,1.0
sd7037,33680.03320532442,28.0,1.2867,0.3699,0.36188,-0.2058,0.1,1.0
sd7037,33680.03320532442,29.0,1.3153,0.38612,0.37825,-0.214,0.093,1.0
sd7037,33680.03320532442,30.0,1.338,0.39116,0.3834,-0.2253,0.085,1.0
sd7037,34468.53000561927,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,34468.53000561927,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,34468.53000561927,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,34468.53000561927,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,34468.53000561927,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,34468.53000561927,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,34468.53000561927,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,34468.53000561927,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,34468.53000561927,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,34468.53000561927,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,34468.53000561927,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,34468.53000561927,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
sd7037,34468.53000561927,15.0,0.8916,0.20114,0.19195,-0.1032,0.3688,1.0
sd7037,34468.53000561927,17.0,0.9543,0.23156,0.22262,-0.1132,0.2802,1.0
sd7037,34468.53000561927,18.0,0.9884,0.24686,0.23803,-0.1193,0.2483,1.0
sd7037,34468.53000561927,19.0,1.0172,0.26006,0.25125,-0.1268,0.2253,1.0
sd7037,34468.53000561927,20.0,1.0589,0.27971,0.27101,-0.1324,0.2019,1.0
sd7037,34468.53000561927,21.0,1.083,0.28856,0.2799,-0.1418,0.1859,1.0
sd7037,34468.53000561927,22.0,1.1119,0.29955,0.29094,-0.1506,0.1681,1.0
sd7037,34468.53000561927,23.0,1.1427,0.31211,0.30361,-0.1593,0.1539,1.0
sd7037,34468.53000561927,24.0,1.1732,0.32456,0.31613,-0.1681,0.1415,1.0
sd7037,34468.53000561927,25.0,1.2034,0.33701,0.32867,-0.1771,0.1294,1.0
sd7037,34468.53000561927,26.0,1.2362,0.35402,0.34583,-0.1849,0.1188,1.0
sd7037,34468.53000561927,27.0,1.2621,0.36182,0.35374,-0.195,0.108,1.0
sd7037,34468.53000561927,28.0,1.2867,0.3699,0.36188,-0.2058,0.1,1.0
sd7037,34468.53000561927,29.0,1.3153,0.38612,0.37825,-0.214,0.093,1.0
sd7037,34468.53000561927,30.0,1.338,0.39116,0.3834,-0.2253,0.085,1.0
sd7037,35275.48662156468,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,35275.48662156468,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,35275.48662156468,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,35275.48662156468,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,35275.48662156468,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,35275.48662156468,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,35275.48662156468,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,35275.48662156468,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,35275.48662156468,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,35275.48662156468,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,35275.48662156468,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,35275.48662156468,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
sd7037,35275.48662156468,15.0,0.8916,0.20114,0.19195,-0.1032,0.3688,1.0
sd7037,35275.48662156468,17.0,0.9543,0.23156,0.22262,-0.1132,0.2802,1.0
sd7037,35275.48662156468,18.0,0.9884,0.24686,0.23803,-0.1193,0.2483,1.0
sd7037,35275.48662156468,19.0,1.0172,0.26006,0.25125,-0.1268,0.2253,1.0
sd7037,35275.48662156468,20.0,1.0589,0.27971,0.27101,-0.1324,0.2019,1.0
sd7037,35275.48662156468,21.0,1.083,0.28856,0.2799,-0.1418,0.1859,1.0
sd7037,35275.48662156468,22.0,1.1119,0.29955,0.29094,-0.1506,0.1681,1.0
sd7037,35275.48662156468,23.0,1.1427,0.31211,0.30361,-0.1593,0.1539,1.0
sd7037,35275.48662156468,24.0,1.1732,0.32456,0.31613,-0.1681,0.1415,1.0
sd7037,35275.48662156468,25.0,1.2034,0.33701,0.32867,-0.1771,0.1294,1.0
sd7037,35275.48662156468,26.0,1.2362,0.35402,0.34583,-0.1849,0.1188,1.0
sd7037,35275.48662156468,27.0,1.2621,0.36182,0.35374,-0.195,0.108,1.0
sd7037,35275.48662156468,28.0,1.2867,0.3699,0.36188,-0.2058,0.1,1.0
sd7037,35275.48662156468,29.0,1.3153,0.38612,0.37825,-0.214,0.093,1.0
sd7037,35275.48662156468,30.0,1.338,0.39116,0.3834,-0.2253,0.085,1.0
sd7037,36101.335223327726,-17.0,-0.4041,0.18986,0.18108,-0.0007,1.0,0.1638
sd7037,36101.335223327726,-16.0,-0.3858,0.18108,0.17228,-0.005,1.0,0.179
sd7037,36101.335223327726,-15.0,-0.3632,0.17005,0.16124,-0.0086,1.0,0.1963
sd7037,36101.335223327726,-14.0,-0.3418,0.16017,0.15135,-0.0113,1.0,0.2216
sd7037,36101.335223327726,-12.0,-0.3094,0.14109,0.13236,-0.0153,1.0,0.2756
sd7037,36101.335223327726,-11.0,-0.2937,0.13057,0.12196,-0.0159,1.0,0.3131
sd7037,36101.335223327726,-10.0,-0.2808,0.11962,0.11116,-0.0152,1.0,0.3611
sd7037,36101.335223327726,-8.0,-0.2324,0.09345,0.0854,-0.0095,1.0,0.4967
sd7037,36101.335223327726,-7.0,-0.2753,0.08858,0.07995,0.0017,1.0,0.6165
sd7037,36101.335223327726,10.0,0.8299,0.11689,0.10639,-0.0787,0.468,1.0
sd7037,36101.335223327726,13.0,0.8284,0.16994,0.1602,-0.0962,0.4757,1.0
sd7037,36101.335223327726,14.0,0.865,0.18667,0.17726,-0.0993,0.4199,1.0
