Airfoil,Re,Alpha,CL,CD,CDp,CM,Xtr_top,Xtr_bottom
e423,2435953.4979552035,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2435953.4979552035,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2435953.4979552035,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2435953.4979552035,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2435953.4979552035,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2435953.4979552035,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2435953.4979552035,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2435953.4979552035,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2435953.4979552035,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2435953.4979552035,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2435953.4979552035,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2435953.4979552035,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2435953.4979552035,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2435953.4979552035,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2435953.4979552035,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2435953.4979552035,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2435953.4979552035,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2435953.4979552035,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2435953.4979552035,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2435953.4979552035,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2435953.4979552035,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2435953.4979552035,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2435953.4979552035,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2435953.4979552035,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2435953.4979552035,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2435953.4979552035,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2435953.4979552035,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2435953.4979552035,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2435953.4979552035,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,2492982.584806017,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,2492982.584806017,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,2492982.584806017,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,2492982.584806017,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,2492982.584806017,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,2492982.584806017,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,2492982.584806017,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
e423,2492982.584806017,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,2492982.584806017,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,2492982.584806017,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2492982.584806017,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2492982.584806017,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2492982.584806017,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2492982.584806017,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2492982.584806017,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2492982.584806017,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2492982.584806017,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2492982.584806017,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2492982.584806017,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2492982.584806017,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2492982.584806017,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2492982.584806017,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2492982.584806017,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2492982.584806017,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2492982.584806017,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2492982.584806017,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2492982.584806017,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2492982.584806017,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2492982.584806017,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2492982.584806017,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2492982.584806017,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2492982.584806017,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2492982.584806017,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2492982.584806017,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2492982.584806017,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2492982.584806017,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2492982.584806017,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2492982.584806017,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,2551346.8025408015,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,2551346.8025408015,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,2551346.8025408015,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,2551346.8025408015,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,2551346.8025408015,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,2551346.8025408015,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,2551346.8025408015,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
e423,2551346.8025408015,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,2551346.8025408015,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,2551346.8025408015,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2551346.8025408015,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2551346.8025408015,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2551346.8025408015,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2551346.8025408015,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2551346.8025408015,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2551346.8025408015,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2551346.8025408015,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2551346.8025408015,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2551346.8025408015,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2551346.8025408015,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2551346.8025408015,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2551346.8025408015,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2551346.8025408015,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2551346.8025408015,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2551346.8025408015,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2551346.8025408015,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2551346.8025408015,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2551346.8025408015,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2551346.8025408015,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2551346.8025408015,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2551346.8025408015,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2551346.8025408015,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2551346.8025408015,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2551346.8025408015,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2551346.8025408015,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2551346.8025408015,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2551346.8025408015,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2551346.8025408015,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,2611077.4084455506,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,2611077.4084455506,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,2611077.4084455506,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,2611077.4084455506,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,2611077.4084455506,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,2611077.4084455506,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,2611077.4084455506,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
e423,2611077.4084455506,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,2611077.4084455506,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,2611077.4084455506,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2611077.4084455506,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2611077.4084455506,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2611077.4084455506,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2611077.4084455506,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2611077.4084455506,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2611077.4084455506,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2611077.4084455506,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2611077.4084455506,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2611077.4084455506,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2611077.4084455506,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2611077.4084455506,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2611077.4084455506,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2611077.4084455506,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2611077.4084455506,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2611077.4084455506,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2611077.4084455506,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2611077.4084455506,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2611077.4084455506,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2611077.4084455506,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2611077.4084455506,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2611077.4084455506,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2611077.4084455506,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2611077.4084455506,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2611077.4084455506,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2611077.4084455506,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2611077.4084455506,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2611077.4084455506,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2611077.4084455506,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,2672206.391583133,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,2672206.391583133,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,2672206.391583133,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,2672206.391583133,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,2672206.391583133,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,2672206.391583133,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,2672206.391583133,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
e423,2672206.391583133,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,2672206.391583133,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,2672206.391583133,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2672206.391583133,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2672206.391583133,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2672206.391583133,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2672206.391583133,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2672206.391583133,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2672206.391583133,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2672206.391583133,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2672206.391583133,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2672206.391583133,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2672206.391583133,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2672206.391583133,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2672206.391583133,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2672206.391583133,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2672206.391583133,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2672206.391583133,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2672206.391583133,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2672206.391583133,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2672206.391583133,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2672206.391583133,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2672206.391583133,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2672206.391583133,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2672206.391583133,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2672206.391583133,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2672206.391583133,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2672206.391583133,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2672206.391583133,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2672206.391583133,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2672206.391583133,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,2734766.4899252467,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,2734766.4899252467,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,2734766.4899252467,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,2734766.4899252467,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,2734766.4899252467,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,2734766.4899252467,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,2734766.4899252467,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
e423,2734766.4899252467,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,2734766.4899252467,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,2734766.4899252467,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2734766.4899252467,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2734766.4899252467,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2734766.4899252467,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2734766.4899252467,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2734766.4899252467,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2734766.4899252467,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2734766.4899252467,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2734766.4899252467,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2734766.4899252467,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2734766.4899252467,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2734766.4899252467,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2734766.4899252467,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2734766.4899252467,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2734766.4899252467,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2734766.4899252467,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2734766.4899252467,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2734766.4899252467,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2734766.4899252467,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2734766.4899252467,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2734766.4899252467,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2734766.4899252467,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2734766.4899252467,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2734766.4899252467,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2734766.4899252467,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2734766.4899252467,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2734766.4899252467,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2734766.4899252467,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2734766.4899252467,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,2798791.2078854097,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,2798791.2078854097,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,2798791.2078854097,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,2798791.2078854097,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,2798791.2078854097,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,2798791.2078854097,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,2798791.2078854097,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
e423,2798791.2078854097,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,2798791.2078854097,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,2798791.2078854097,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2798791.2078854097,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2798791.2078854097,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2798791.2078854097,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2798791.2078854097,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2798791.2078854097,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2798791.2078854097,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2798791.2078854097,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2798791.2078854097,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2798791.2078854097,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2798791.2078854097,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2798791.2078854097,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2798791.2078854097,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2798791.2078854097,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2798791.2078854097,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2798791.2078854097,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2798791.2078854097,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2798791.2078854097,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2798791.2078854097,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2798791.2078854097,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2798791.2078854097,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2798791.2078854097,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2798791.2078854097,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2798791.2078854097,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2798791.2078854097,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2798791.2078854097,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2798791.2078854097,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2798791.2078854097,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2798791.2078854097,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,2864314.834262421,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,2864314.834262421,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,2864314.834262421,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,2864314.834262421,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,2864314.834262421,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,2864314.834262421,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,2864314.834262421,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
e423,2864314.834262421,-13.0,-0.2304,0.19132,0.1832,-0.0335,1.0,0.13
e423,2864314.834262421,-12.0,-0.251,0.18826,0.18053,-0.0269,1.0,0.1371
e423,2864314.834262421,-11.0,-0.2871,0.19114,0.18377,-0.0224,1.0,0.1423
e423,2864314.834262421,-10.0,-0.2899,0.18149,0.17437,-0.0177,1.0,0.1483
e423,2864314.834262421,-9.0,-0.3086,0.17839,0.17152,-0.0142,1.0,0.1575
e423,2864314.834262421,-8.0,-0.327,0.17361,0.167,-0.011,1.0,0.1629
e423,2864314.834262421,-7.0,-0.3394,0.16778,0.16137,-0.0072,1.0,0.1747
e423,2864314.834262421,-6.0,-0.3589,0.16191,0.15574,-0.0034,1.0,0.1827
e423,2864314.834262421,-5.0,-0.3961,0.15919,0.15324,0.0018,1.0,0.1949
e423,2864314.834262421,-4.0,-0.4021,0.14989,0.14413,0.0051,1.0,0.2091
e423,2864314.834262421,-2.0,-0.3932,0.13346,0.12798,0.0008,1.0,0.2475
e423,2864314.834262421,11.0,0.9298,0.17773,0.16509,-0.1755,0.7035,1.0
e423,2864314.834262421,12.0,0.9815,0.18951,0.17697,-0.1784,0.6681,1.0
e423,2864314.834262421,13.0,1.0334,0.2023,0.18997,-0.1818,0.6331,1.0
e423,2864314.834262421,14.0,1.0661,0.20989,0.19783,-0.1845,0.5991,1.0
e423,2864314.834262421,15.0,1.0996,0.21883,0.20707,-0.1882,0.5671,1.0
e423,2864314.834262421,16.0,1.136,0.22938,0.21793,-0.1926,0.537,1.0
e423,2864314.834262421,17.0,1.177,0.24208,0.23102,-0.1975,0.5078,1.0
e423,2864314.834262421,18.0,1.2223,0.25729,0.24666,-0.2025,0.4769,1.0
e423,2864314.834262421,19.0,1.245,0.26299,0.25274,-0.2082,0.4474,1.0
e423,2864314.834262421,20.0,1.2732,0.27259,0.26271,-0.2144,0.4197,1.0
e423,2864314.834262421,21.0,1.3069,0.28503,0.27557,-0.2206,0.3932,1.0
e423,2864314.834262421,22.0,1.3446,0.29977,0.29077,-0.2264,0.3644,1.0
e423,2864314.834262421,23.0,1.3628,0.30496,0.29628,-0.2342,0.3388,1.0
e423,2864314.834262421,24.0,1.3947,0.31873,0.31044,-0.2407,0.3147,1.0
e423,2864314.834262421,25.0,1.4181,0.32667,0.31874,-0.2484,0.2888,1.0
e423,2864314.834262421,26.0,1.4452,0.33928,0.33168,-0.2557,0.2677,1.0
e423,2864314.834262421,27.0,1.4659,0.34645,0.33916,-0.264,0.2439,1.0
e423,2864314.834262421,28.0,1.4985,0.36544,0.3585,-0.27,0.2231,1.0
e423,2864314.834262421,29.0,1.5109,0.3667,0.35996,-0.2803,0.2047,1.0
e423,2864314.834262421,30.0,1.5311,0.37516,0.36868,-0.2887,0.1846,1.0
e423,2931372.4606039515,-21.0,-0.3149,0.24679,0.23619,-0.0358,1.0,0.088
e423,2931372.4606039515,-20.0,-0.2871,0.23619,0.22574,-0.0389,1.0,0.0934
e423,2931372.4606039515,-19.0,-0.2682,0.23186,0.22162,-0.0425,1.0,0.0979
e423,2931372.4606039515,-18.0,-0.2432,0.22018,0.21019,-0.0443,1.0,0.1017
e423,2931372.4606039515,-17.0,-0.224,0.21222,0.20247,-0.0454,1.0,0.1084
e423,2931372.4606039515,-15.0,-0.2026,0.19785,0.18881,-0.0438,1.0,0.1194
e423,2931372.4606039515,-14.0,-0.2175,0.19776,0.18918,-0.0401,1.0,0.1259
